Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
32,female,54,156.0,57.0,8.0,82.0,39.6
114,male,25,181.0,78.0,20.0,106.0,40.6
4,male,29,195.0,93.0,2.0,78.0,38.2
59,male,30,186.0,83.0,13.0,96.0,40.0
12,female,46,163.0,63.0,3.0,84.0,38.6
15,male,38,188.0,88.0,5.0,83.0,39.0
143,female,23,158.0,59.0,22.0,110.0,40.3
138,female,38,173.0,71.0,25.0,100.0,40.8
10,male,41,179.0,81.0,3.0,84.0,38.6
115,male,47,181.0,81.0,18.0,103.0,40.9
146,male,36,175.0,82.0,22.0,108.0,40.5
111,female,43,151.0,52.0,18.0,103.0,40.6
142,male,33,175.0,70.0,26.0,103.0,40.6
96,male,30,199.0,103.0,22.0,92.0,40.4
134,female,34,157.0,60.0,24.0,100.0,40.7
14,male,43,170.0,76.0,4.0,86.0,38.9
20,male,31,162.0,66.0,5.0,94.0,39.1
37,male,31,174.0,83.0,10.0,90.0,40.0
20,male,36,193.0,89.0,9.0,78.0,39.9
230,male,52,197.0,102.0,30.0,107.0,41.0
113,male,37,181.0,88.0,22.0,97.0,40.8
14,female,78,167.0,67.0,3.0,84.0,38.3
139,female,49,172.0,66.0,20.0,111.0,40.1
116,female,20,147.0,48.0,21.0,100.0,40.5
25,male,36,174.0,78.0,8.0,85.0,39.6
15,female,37,174.0,72.0,4.0,83.0,39.2
174,female,54,149.0,55.0,25.0,109.0,40.4
42,male,71,210.0,121.0,6.0,94.0,39.1
129,male,39,178.0,73.0,24.0,100.0,40.6
130,female,34,156.0,57.0,23.0,100.0,40.5
31,male,24,176.0,80.0,9.0,91.0,40.1
124,male,56,185.0,91.0,18.0,102.0,40.4
32,female,23,146.0,48.0,7.0,91.0,39.7
162,female,27,163.0,59.0,26.0,107.0,40.7
68,female,42,155.0,53.0,14.0,91.0,40.1
9,male,58,164.0,68.0,2.0,89.0,38.8
18,male,35,194.0,99.0,5.0,86.0,39.1
77,female,21,177.0,77.0,16.0,97.0,40.3
40,female,23,158.0,56.0,9.0,91.0,39.9
12,male,33,172.0,79.0,4.0,85.0,38.7
153,female,52,156.0,61.0,25.0,102.0,40.7
151,male,37,174.0,79.0,24.0,106.0,40.8
7,male,29,164.0,65.0,2.0,93.0,38.1
175,female,25,167.0,62.0,28.0,108.0,41.0
48,male,28,186.0,89.0,13.0,90.0,39.7
10,male,28,180.0,78.0,5.0,80.0,38.9
55,male,23,187.0,87.0,15.0,92.0,39.8
74,female,26,171.0,62.0,17.0,90.0,40.1
5,male,25,164.0,67.0,4.0,78.0,39.0
29,female,48,166.0,66.0,6.0,92.0,38.7
228,male,77,190.0,96.0,28.0,103.0,41.0
123,male,21,176.0,75.0,22.0,107.0,40.8
151,female,28,155.0,52.0,26.0,102.0,40.7
123,female,46,163.0,58.0,20.0,103.0,40.2
152,female,59,153.0,56.0,23.0,105.0,40.6
9,male,57,184.0,83.0,2.0,86.0,38.1
171,female,63,165.0,65.0,26.0,105.0,40.6
46,female,37,159.0,61.0,10.0,90.0,40.1
139,male,45,192.0,97.0,21.0,103.0,40.7
21,female,31,146.0,50.0,6.0,80.0,39.3
67,female,68,156.0,55.0,12.0,94.0,40.0
205,female,60,179.0,72.0,29.0,111.0,40.8
153,male,46,195.0,97.0,21.0,107.0,40.3
167,female,23,150.0,48.0,26.0,108.0,40.6
65,female,79,183.0,78.0,10.0,103.0,39.7
19,female,38,185.0,77.0,5.0,85.0,38.7
21,female,64,156.0,56.0,5.0,81.0,38.9
25,female,45,161.0,65.0,7.0,80.0,39.5
64,female,26,173.0,71.0,14.0,93.0,40.0
65,female,59,160.0,63.0,13.0,91.0,39.8
11,female,52,178.0,79.0,3.0,83.0,39.0
75,female,55,158.0,62.0,17.0,86.0,40.1
24,female,47,152.0,61.0,5.0,90.0,38.8
103,male,68,167.0,72.0,15.0,101.0,40.4
28,male,32,187.0,84.0,11.0,82.0,39.9
21,female,22,168.0,66.0,7.0,79.0,39.5
7,female,25,162.0,56.0,2.0,82.0,38.0
54,male,42,192.0,89.0,15.0,85.0,40.3
32,male,51,182.0,88.0,8.0,85.0,39.6
87,female,29,170.0,64.0,16.0,100.0,40.0
108,female,27,178.0,77.0,19.0,104.0,40.7
4,male,30,184.0,92.0,3.0,74.0,38.7
36,male,66,185.0,87.0,8.0,84.0,39.7
67,male,42,174.0,74.0,15.0,93.0,40.1
64,male,36,163.0,67.0,17.0,91.0,40.5
32,male,42,192.0,92.0,7.0,91.0,38.9
171,female,34,159.0,52.0,29.0,102.0,40.8
10,male,28,172.0,72.0,5.0,81.0,38.7
91,male,44,210.0,106.0,19.0,90.0,40.2
121,female,56,159.0,61.0,20.0,101.0,40.8
38,male,61,167.0,70.0,9.0,86.0,39.9
197,male,64,177.0,81.0,23.0,112.0,40.9
26,female,21,158.0,59.0,7.0,85.0,39.5
27,male,26,187.0,91.0,7.0,92.0,39.5
204,male,70,177.0,79.0,24.0,110.0,40.7
104,male,52,205.0,103.0,14.0,105.0,40.5
94,female,69,171.0,73.0,15.0,102.0,40.4
159,male,70,202.0,102.0,19.0,106.0,40.6
20,female,25,172.0,66.0,5.0,88.0,39.4
27,female,75,167.0,70.0,6.0,84.0,39.4
60,female,48,142.0,48.0,11.0,95.0,40.1
54,male,26,197.0,97.0,17.0,86.0,40.6
165,male,31,190.0,90.0,23.0,112.0,40.6
53,female,25,171.0,69.0,12.0,92.0,39.9
98,female,31,152.0,57.0,17.0,102.0,40.3
107,female,23,178.0,70.0,20.0,101.0,40.6
209,male,25,203.0,105.0,29.0,112.0,40.8
84,female,79,156.0,55.0,16.0,89.0,40.4
42,male,32,177.0,75.0,8.0,101.0,39.2
69,female,37,189.0,77.0,13.0,99.0,39.8
98,female,26,147.0,51.0,19.0,96.0,40.3
97,female,27,155.0,52.0,18.0,98.0,40.2
111,female,52,161.0,61.0,20.0,97.0,40.2
90,male,23,197.0,101.0,19.0,97.0,40.6
166,female,72,168.0,66.0,26.0,102.0,40.7
164,male,44,185.0,85.0,26.0,103.0,40.7
97,female,52,169.0,67.0,18.0,96.0,40.1
80,female,71,166.0,71.0,16.0,90.0,40.3
12,female,52,175.0,66.0,3.0,83.0,38.7
69,female,23,179.0,80.0,15.0,95.0,39.9
265,male,72,180.0,86.0,27.0,117.0,41.2
50,female,35,143.0,50.0,11.0,89.0,39.8
108,female,72,150.0,55.0,17.0,100.0,40.3
126,male,25,166.0,68.0,23.0,106.0,40.5
193,female,48,165.0,60.0,28.0,110.0,40.7
105,male,48,187.0,94.0,19.0,95.0,40.3
129,female,41,171.0,69.0,21.0,105.0,40.1
55,male,71,183.0,83.0,10.0,89.0,39.9
219,female,42,180.0,76.0,29.0,119.0,40.9
154,male,79,195.0,105.0,20.0,98.0,40.7
190,male,29,179.0,84.0,28.0,111.0,40.8
139,male,27,200.0,96.0,22.0,107.0,40.3
19,female,42,175.0,69.0,5.0,83.0,39.3
20,male,42,177.0,76.0,5.0,89.0,38.9
45,female,30,176.0,75.0,12.0,85.0,39.7
48,male,70,177.0,77.0,9.0,89.0,39.6
110,male,49,179.0,86.0,18.0,100.0,40.6
158,female,39,166.0,63.0,26.0,104.0,40.8
105,female,29,179.0,71.0,20.0,99.0,40.6
87,male,31,195.0,92.0,17.0,98.0,40.2
58,male,28,197.0,98.0,13.0,94.0,40.6
18,female,46,167.0,62.0,5.0,80.0,39.3
99,female,34,181.0,73.0,18.0,101.0,40.1
99,female,50,175.0,78.0,19.0,96.0,39.9
137,female,23,168.0,63.0,25.0,101.0,40.6
74,female,70,155.0,60.0,13.0,95.0,40.1
158,female,45,155.0,56.0,27.0,100.0,40.9
29,female,26,152.0,51.0,6.0,93.0,39.3
176,female,63,164.0,63.0,28.0,102.0,40.9
165,male,73,186.0,88.0,20.0,106.0,40.4
143,male,48,181.0,85.0,22.0,103.0,41.0
9,male,21,187.0,84.0,5.0,81.0,39.2
215,female,45,166.0,61.0,30.0,113.0,41.0
174,male,34,186.0,92.0,27.0,106.0,41.1
6,female,21,157.0,57.0,2.0,77.0,37.8
54,female,34,156.0,56.0,12.0,89.0,40.1
101,male,31,184.0,89.0,20.0,98.0,40.6
69,male,68,200.0,102.0,12.0,89.0,39.8
73,male,32,178.0,78.0,16.0,96.0,40.2
64,female,26,172.0,66.0,15.0,90.0,39.9
98,female,48,168.0,64.0,18.0,97.0,40.1
36,male,25,179.0,76.0,11.0,90.0,40.3
14,male,47,194.0,94.0,3.0,89.0,38.7
172,male,23,174.0,75.0,28.0,110.0,40.7
12,male,25,177.0,76.0,5.0,85.0,39.1
152,male,43,181.0,83.0,25.0,102.0,40.4
116,male,51,198.0,95.0,19.0,98.0,40.5
177,male,27,172.0,71.0,29.0,109.0,40.6
99,female,22,184.0,84.0,21.0,97.0,40.4
140,female,33,169.0,71.0,24.0,104.0,40.9
109,female,29,158.0,51.0,21.0,96.0,40.5
153,male,23,179.0,84.0,26.0,107.0,40.6
22,female,48,150.0,51.0,5.0,85.0,39.2
173,female,32,168.0,62.0,28.0,106.0,40.8
16,male,21,195.0,94.0,5.0,88.0,39.2
50,male,35,172.0,72.0,10.0,99.0,39.8
177,male,46,179.0,80.0,25.0,108.0,40.7
99,female,68,166.0,64.0,18.0,94.0,40.6
18,female,51,152.0,56.0,4.0,86.0,38.5
139,female,46,167.0,70.0,22.0,106.0,40.5
250,male,68,195.0,98.0,27.0,113.0,40.9
88,female,20,153.0,56.0,18.0,95.0,40.4
37,female,46,166.0,66.0,8.0,90.0,39.8
55,female,45,152.0,54.0,12.0,88.0,39.9
111,male,70,192.0,93.0,14.0,104.0,39.7
61,male,53,187.0,89.0,10.0,98.0,39.7
29,male,36,180.0,84.0,8.0,88.0,39.4
10,female,39,156.0,53.0,3.0,77.0,38.6
190,female,79,160.0,64.0,26.0,109.0,40.5
11,male,26,200.0,100.0,5.0,79.0,38.6
139,male,26,189.0,93.0,24.0,104.0,40.9
55,female,27,160.0,60.0,12.0,92.0,39.9
152,male,51,172.0,82.0,23.0,103.0,40.5
17,female,40,155.0,61.0,4.0,87.0,39.0
27,female,38,143.0,49.0,6.0,87.0,39.0
20,male,35,190.0,93.0,5.0,89.0,39.3
193,male,29,177.0,82.0,30.0,109.0,40.5
178,female,25,179.0,69.0,27.0,112.0,40.7
14,male,52,160.0,68.0,5.0,79.0,39.0
47,female,27,154.0,53.0,11.0,88.0,40.1
180,male,24,190.0,93.0,28.0,109.0,40.8
117,male,72,197.0,98.0,19.0,91.0,40.3
31,female,34,164.0,69.0,8.0,85.0,39.1
186,female,67,150.0,51.0,26.0,108.0,40.6
36,female,24,159.0,62.0,9.0,87.0,39.6
203,male,40,191.0,91.0,29.0,108.0,41.0
28,male,27,207.0,100.0,8.0,88.0,39.7
42,female,73,162.0,65.0,8.0,91.0,39.8
83,female,24,164.0,60.0,17.0,95.0,40.3
61,female,29,166.0,62.0,13.0,93.0,40.2
42,female,29,174.0,72.0,10.0,89.0,39.7
21,male,20,166.0,73.0,6.0,94.0,39.1
129,male,42,183.0,80.0,24.0,98.0,40.7
139,male,49,202.0,102.0,20.0,103.0,40.4
17,male,55,183.0,84.0,5.0,80.0,39.0
113,female,57,173.0,70.0,18.0,104.0,40.7
83,female,62,178.0,73.0,16.0,93.0,40.5
248,male,51,181.0,82.0,28.0,118.0,40.7
85,female,63,178.0,76.0,15.0,98.0,39.9
10,male,24,196.0,97.0,4.0,83.0,39.3
130,female,41,174.0,74.0,20.0,109.0,40.9
156,female,26,144.0,46.0,24.0,108.0,40.8
11,male,41,180.0,85.0,4.0,81.0,38.5
152,male,54,197.0,99.0,18.0,112.0,40.6
94,male,67,187.0,94.0,14.0,97.0,40.1
20,female,31,151.0,49.0,5.0,84.0,38.8
12,female,67,177.0,80.0,3.0,82.0,38.6
168,male,45,185.0,87.0,24.0,107.0,40.8
65,male,35,174.0,80.0,17.0,90.0,40.5
70,female,54,175.0,75.0,12.0,101.0,39.9
116,female,31,145.0,49.0,20.0,101.0,40.5
123,male,21,166.0,69.0,27.0,101.0,40.8
38,male,23,194.0,92.0,9.0,95.0,39.6
45,male,32,189.0,86.0,14.0,86.0,40.0
57,female,26,163.0,57.0,11.0,97.0,39.8
9,female,37,168.0,67.0,2.0,88.0,38.2
72,male,27,204.0,109.0,17.0,91.0,40.3
216,male,71,190.0,90.0,25.0,109.0,40.9
249,male,76,192.0,97.0,29.0,106.0,40.8
145,female,44,184.0,86.0,24.0,106.0,40.6
113,female,43,180.0,80.0,21.0,99.0,40.6
15,male,42,181.0,78.0,7.0,77.0,39.7
7,male,31,197.0,99.0,2.0,86.0,38.0
89,male,71,197.0,92.0,15.0,91.0,40.0
179,male,29,187.0,87.0,28.0,108.0,40.9
156,male,21,182.0,81.0,24.0,112.0,40.6
6,male,26,191.0,88.0,3.0,79.0,38.5
71,female,77,163.0,65.0,14.0,89.0,40.5
46,female,44,169.0,68.0,10.0,90.0,39.7
119,female,46,168.0,64.0,22.0,97.0,40.8
116,female,75,168.0,67.0,18.0,102.0,40.5
60,male,42,176.0,79.0,11.0,99.0,40.1
42,male,26,185.0,84.0,12.0,90.0,40.1
60,female,30,178.0,74.0,14.0,90.0,40.4
82,female,45,169.0,63.0,16.0,94.0,40.4
123,female,29,159.0,60.0,20.0,106.0,40.5
198,female,32,161.0,62.0,30.0,110.0,41.0
174,female,53,151.0,55.0,28.0,102.0,40.9
37,male,31,194.0,91.0,12.0,85.0,40.1
21,female,34,162.0,62.0,5.0,87.0,39.4
167,female,36,161.0,57.0,26.0,107.0,40.7
79,female,30,146.0,47.0,15.0,96.0,39.8
62,female,24,143.0,48.0,12.0,96.0,39.6
40,female,28,158.0,55.0,9.0,90.0,40.1
76,female,67,176.0,74.0,12.0,103.0,39.6
264,male,77,176.0,78.0,29.0,112.0,40.8
73,male,32,191.0,92.0,16.0,94.0,40.5
91,female,69,172.0,69.0,17.0,93.0,40.8
50,female,53,160.0,63.0,9.0,97.0,39.9
217,male,39,190.0,96.0,30.0,109.0,40.6
106,female,62,164.0,63.0,20.0,93.0,40.4
197,female,48,179.0,82.0,28.0,114.0,40.7
127,female,40,160.0,58.0,21.0,103.0,40.5
4,female,20,156.0,54.0,1.0,84.0,37.7
111,female,22,169.0,60.0,22.0,97.0,40.6
128,male,37,187.0,86.0,23.0,100.0,40.5
89,female,22,150.0,54.0,17.0,98.0,40.3
181,male,38,195.0,93.0,26.0,108.0,40.7
22,female,53,174.0,73.0,5.0,88.0,39.4
44,female,22,156.0,51.0,10.0,90.0,39.9
54,male,26,177.0,80.0,13.0,95.0,39.9
29,male,70,172.0,77.0,6.0,86.0,39.5
77,female,63,171.0,72.0,17.0,87.0,40.3
41,female,40,169.0,63.0,9.0,90.0,39.7
26,female,21,175.0,68.0,7.0,85.0,39.4
155,female,51,175.0,75.0,25.0,105.0,40.8
146,female,77,153.0,54.0,22.0,102.0,40.7
219,male,54,186.0,84.0,28.0,110.0,40.9
177,male,71,192.0,97.0,22.0,104.0,40.6
11,male,31,173.0,79.0,4.0,85.0,38.6
130,male,36,198.0,100.0,19.0,107.0,40.4
33,female,40,153.0,52.0,9.0,80.0,39.8
117,female,22,161.0,58.0,23.0,97.0,40.7
150,female,31,149.0,52.0,23.0,108.0,40.6
113,male,47,182.0,88.0,19.0,99.0,40.4
105,male,24,186.0,86.0,22.0,99.0,40.7
66,female,23,158.0,53.0,14.0,93.0,40.0
39,female,26,162.0,59.0,11.0,82.0,39.9
53,male,59,180.0,87.0,11.0,88.0,39.4
215,male,60,187.0,92.0,25.0,112.0,40.8
114,female,26,158.0,56.0,22.0,97.0,40.4
68,male,35,196.0,93.0,11.0,104.0,40.0
22,female,39,160.0,54.0,5.0,88.0,39.1
165,female,26,172.0,67.0,22.0,120.0,40.9
72,female,21,153.0,55.0,17.0,89.0,40.3
43,male,31,182.0,82.0,9.0,97.0,39.7
48,male,29,182.0,82.0,13.0,91.0,40.2
160,female,23,155.0,59.0,29.0,101.0,40.9
95,male,57,179.0,77.0,17.0,95.0,40.4
14,female,28,162.0,66.0,4.0,83.0,38.9
213,male,34,184.0,83.0,28.0,115.0,40.7
145,male,29,182.0,79.0,29.0,100.0,40.7
142,female,32,174.0,65.0,22.0,109.0,40.7
99,female,48,167.0,68.0,18.0,98.0,40.3
32,male,79,193.0,96.0,5.0,91.0,38.4
13,male,28,189.0,84.0,6.0,81.0,39.1
95,male,20,193.0,97.0,21.0,97.0,40.7
8,female,20,168.0,59.0,2.0,85.0,37.9
114,female,32,163.0,65.0,24.0,93.0,40.6
15,female,68,181.0,73.0,3.0,89.0,38.9
34,female,25,175.0,72.0,10.0,83.0,39.3
112,female,46,168.0,68.0,19.0,102.0,40.7
216,male,64,197.0,104.0,27.0,105.0,41.3
7,male,20,177.0,79.0,4.0,81.0,38.9
113,female,57,155.0,55.0,19.0,99.0,40.3
177,female,78,161.0,56.0,25.0,106.0,40.6
203,male,32,189.0,95.0,29.0,110.0,41.0
125,female,33,169.0,70.0,24.0,98.0,40.7
38,male,46,185.0,94.0,9.0,87.0,40.1
153,male,20,175.0,74.0,27.0,108.0,41.2
28,female,21,166.0,63.0,7.0,87.0,39.5
156,female,47,162.0,57.0,24.0,106.0,40.6
162,female,39,169.0,67.0,27.0,104.0,41.1
10,female,79,163.0,66.0,2.0,90.0,38.3
44,female,39,170.0,72.0,11.0,86.0,40.1
54,male,74,191.0,94.0,9.0,90.0,40.1
38,female,53,167.0,61.0,9.0,84.0,39.5
257,male,69,183.0,84.0,29.0,112.0,40.7
36,male,26,180.0,83.0,11.0,89.0,39.5
143,male,22,176.0,75.0,26.0,106.0,40.6
50,female,21,175.0,69.0,10.0,98.0,39.7
144,male,32,185.0,89.0,26.0,101.0,40.3
147,male,44,186.0,86.0,27.0,97.0,40.5
58,female,20,155.0,51.0,11.0,98.0,39.7
47,male,37,184.0,82.0,12.0,90.0,39.8
51,female,47,160.0,61.0,11.0,89.0,40.0
29,male,74,201.0,108.0,5.0,87.0,38.9
266,male,76,188.0,90.0,30.0,109.0,40.9
62,female,23,165.0,66.0,13.0,95.0,40.1
139,female,23,171.0,63.0,24.0,104.0,40.8
76,male,57,189.0,89.0,13.0,95.0,40.1
33,female,35,165.0,61.0,7.0,92.0,39.6
213,male,66,181.0,88.0,28.0,104.0,41.0
99,male,63,181.0,85.0,16.0,96.0,40.9
10,female,32,165.0,61.0,3.0,79.0,38.6
10,female,37,167.0,62.0,3.0,78.0,38.8
9,male,37,179.0,79.0,3.0,85.0,38.6
216,male,22,202.0,105.0,30.0,113.0,41.0
27,male,30,186.0,80.0,8.0,89.0,39.5
143,male,37,180.0,77.0,24.0,104.0,40.5
158,female,52,158.0,60.0,23.0,109.0,40.8
181,female,33,170.0,65.0,30.0,105.0,41.0
117,female,27,164.0,65.0,20.0,104.0,40.6
83,male,64,192.0,93.0,14.0,93.0,40.1
8,male,28,185.0,89.0,3.0,84.0,38.7
192,female,36,177.0,73.0,30.0,109.0,40.9
7,female,21,163.0,58.0,2.0,84.0,38.1
16,female,72,170.0,67.0,4.0,80.0,38.5
210,male,61,166.0,69.0,29.0,106.0,40.9
184,male,79,188.0,93.0,21.0,107.0,40.5
109,female,22,148.0,51.0,19.0,102.0,40.5
246,male,65,190.0,91.0,27.0,114.0,40.5
123,female,64,143.0,49.0,20.0,99.0,40.5
171,female,54,194.0,94.0,27.0,108.0,40.6
176,female,25,165.0,63.0,26.0,113.0,40.8
100,female,38,162.0,60.0,17.0,102.0,40.3
39,female,59,150.0,59.0,8.0,89.0,39.6
29,male,55,198.0,99.0,7.0,83.0,39.7
171,female,43,188.0,83.0,25.0,113.0,40.7
78,male,33,190.0,92.0,15.0,98.0,40.3
259,male,78,181.0,82.0,28.0,112.0,40.6
51,male,22,177.0,80.0,12.0,97.0,40.1
62,male,40,192.0,90.0,14.0,91.0,40.4
54,male,49,169.0,78.0,10.0,96.0,39.7
97,female,23,172.0,70.0,17.0,104.0,40.4
16,female,23,183.0,74.0,4.0,88.0,38.8
164,female,21,172.0,71.0,27.0,108.0,40.8
80,male,20,164.0,70.0,19.0,99.0,40.6
255,male,61,185.0,92.0,30.0,111.0,41.1
241,male,72,181.0,88.0,27.0,111.0,40.9
72,male,41,188.0,90.0,16.0,91.0,40.4
184,female,28,175.0,66.0,30.0,107.0,41.5
129,female,30,172.0,70.0,23.0,102.0,40.6
19,male,33,183.0,87.0,4.0,95.0,39.4
34,female,66,156.0,54.0,9.0,77.0,39.5
173,female,55,162.0,64.0,26.0,107.0,40.8
82,female,39,159.0,61.0,17.0,92.0,40.1
58,male,44,200.0,106.0,12.0,90.0,39.9
20,male,37,184.0,86.0,6.0,85.0,39.2
265,male,79,176.0,82.0,30.0,109.0,40.8
94,male,39,171.0,77.0,16.0,103.0,40.4
15,male,24,191.0,89.0,5.0,87.0,39.0
195,female,25,148.0,44.0,29.0,110.0,40.7
149,male,34,172.0,77.0,25.0,105.0,40.7
29,female,41,153.0,60.0,7.0,85.0,39.3
125,male,32,176.0,74.0,21.0,106.0,40.5
34,male,27,213.0,119.0,9.0,87.0,39.9
129,female,48,156.0,59.0,19.0,109.0,40.4
128,female,24,169.0,68.0,22.0,105.0,40.5
115,female,46,172.0,72.0,20.0,101.0,40.4
69,female,26,177.0,75.0,15.0,94.0,40.6
38,male,39,174.0,76.0,12.0,85.0,40.0
41,female,63,165.0,61.0,8.0,91.0,39.6
65,female,44,167.0,67.0,13.0,94.0,39.9
73,male,76,186.0,96.0,11.0,93.0,40.0
15,male,77,192.0,94.0,3.0,82.0,38.3
148,male,26,191.0,93.0,25.0,105.0,40.9
205,female,73,184.0,83.0,25.0,121.0,40.6
142,male,29,184.0,85.0,24.0,105.0,40.9
88,female,39,171.0,67.0,19.0,91.0,40.4
67,female,67,153.0,54.0,13.0,90.0,39.9
39,female,22,150.0,49.0,8.0,94.0,39.6
34,male,40,181.0,81.0,9.0,88.0,40.0
22,male,46,191.0,87.0,5.0,89.0,38.7
73,male,37,170.0,68.0,16.0,96.0,40.6
34,male,42,175.0,77.0,9.0,88.0,39.6
25,male,78,188.0,95.0,4.0,90.0,39.0
167,female,56,174.0,72.0,25.0,108.0,40.5
22,female,21,161.0,56.0,6.0,84.0,39.1
43,male,31,198.0,106.0,11.0,88.0,40.1
47,male,25,188.0,85.0,12.0,93.0,39.9
67,male,31,187.0,91.0,14.0,96.0,40.4
184,male,31,189.0,88.0,27.0,110.0,40.6
8,female,37,172.0,64.0,2.0,85.0,38.4
13,female,64,157.0,59.0,3.0,84.0,38.6
196,male,45,179.0,79.0,28.0,108.0,40.4
6,male,20,182.0,85.0,3.0,81.0,38.6
18,male,45,186.0,84.0,7.0,78.0,39.4
187,male,39,185.0,87.0,26.0,110.0,40.9
11,male,26,194.0,93.0,6.0,78.0,39.4
14,female,30,171.0,67.0,4.0,82.0,38.8
161,female,62,160.0,64.0,25.0,104.0,40.8
112,male,38,184.0,87.0,21.0,98.0,40.7
69,female,23,167.0,63.0,14.0,96.0,40.5
48,female,22,162.0,55.0,10.0,94.0,39.7
37,male,42,208.0,108.0,9.0,86.0,39.5
234,female,55,162.0,57.0,28.0,122.0,40.9
109,female,55,155.0,52.0,18.0,100.0,40.5
8,female,46,151.0,56.0,2.0,81.0,38.3
123,female,69,156.0,58.0,19.0,102.0,40.5
170,female,64,153.0,53.0,24.0,108.0,40.4
24,female,22,166.0,59.0,7.0,82.0,39.7
114,female,22,163.0,63.0,19.0,106.0,40.4
159,female,39,170.0,75.0,26.0,106.0,40.7
58,male,37,171.0,78.0,14.0,92.0,40.3
149,male,28,194.0,95.0,24.0,106.0,40.5
100,male,69,188.0,92.0,17.0,91.0,40.2
126,female,34,149.0,52.0,23.0,98.0,40.7
32,male,40,186.0,93.0,9.0,85.0,39.6
62,female,57,176.0,74.0,12.0,94.0,40.1
44,female,41,161.0,61.0,11.0,84.0,39.9
69,female,37,151.0,52.0,15.0,89.0,40.4
4,male,33,176.0,80.0,2.0,79.0,38.4
53,female,43,171.0,69.0,12.0,89.0,39.8
153,male,23,201.0,101.0,27.0,103.0,40.9
94,male,22,193.0,99.0,19.0,99.0,40.3
3,male,46,179.0,84.0,1.0,78.0,37.3
7,male,30,173.0,79.0,3.0,81.0,38.6
38,male,22,195.0,96.0,10.0,92.0,40.1
159,female,24,167.0,63.0,26.0,107.0,40.8
162,female,37,147.0,49.0,27.0,102.0,40.3
145,female,44,177.0,71.0,24.0,104.0,40.5
134,female,24,169.0,59.0,21.0,109.0,40.6
151,male,61,184.0,86.0,22.0,101.0,40.8
43,male,56,196.0,101.0,9.0,87.0,39.9
9,female,47,157.0,57.0,2.0,86.0,37.9
144,female,45,174.0,68.0,24.0,103.0,40.4
63,female,29,179.0,69.0,14.0,92.0,40.4
12,male,61,186.0,83.0,3.0,83.0,38.8
6,male,32,192.0,90.0,2.0,83.0,38.2
200,female,38,179.0,79.0,29.0,114.0,40.7
44,female,28,155.0,61.0,10.0,90.0,39.7
164,female,74,163.0,64.0,25.0,103.0,40.7
5,male,24,179.0,79.0,4.0,76.0,38.8
49,female,24,158.0,54.0,11.0,90.0,39.7
87,female,23,198.0,82.0,17.0,100.0,40.4
25,female,59,168.0,67.0,5.0,91.0,39.6
10,female,26,170.0,70.0,3.0,82.0,38.5
137,female,64,167.0,62.0,21.0,104.0,40.4
163,male,33,193.0,97.0,27.0,103.0,40.8
151,male,26,187.0,85.0,25.0,107.0,40.5
191,male,26,194.0,89.0,29.0,110.0,40.6
45,female,66,152.0,54.0,9.0,88.0,39.4
65,male,29,187.0,84.0,16.0,93.0,40.5
12,male,47,202.0,106.0,3.0,84.0,38.7
108,female,31,169.0,66.0,19.0,102.0,40.1
80,male,28,176.0,74.0,15.0,103.0,40.1
89,male,29,196.0,92.0,19.0,96.0,40.4
152,male,42,178.0,78.0,25.0,103.0,40.7
17,male,23,185.0,88.0,5.0,90.0,39.5
111,male,38,177.0,79.0,21.0,99.0,40.6
158,female,33,182.0,76.0,29.0,101.0,40.9
157,male,32,177.0,77.0,29.0,102.0,40.6
110,female,35,163.0,63.0,19.0,102.0,39.8
10,female,32,161.0,61.0,3.0,78.0,38.6
39,male,72,195.0,103.0,6.0,93.0,39.6
39,female,22,157.0,53.0,9.0,89.0,39.6
60,female,60,157.0,59.0,12.0,90.0,40.4
14,female,29,165.0,64.0,5.0,76.0,39.2
40,male,62,170.0,77.0,9.0,86.0,39.6
50,male,66,182.0,86.0,9.0,91.0,39.5
139,female,58,154.0,61.0,22.0,103.0,40.5
15,male,46,181.0,82.0,4.0,86.0,38.9
115,female,30,167.0,65.0,22.0,98.0,40.7
117,male,72,208.0,110.0,16.0,97.0,39.9
8,male,55,184.0,86.0,2.0,83.0,37.6
33,female,65,168.0,70.0,8.0,83.0,39.5
32,male,52,184.0,85.0,7.0,89.0,39.2
36,male,65,179.0,89.0,7.0,88.0,39.4
68,female,57,157.0,57.0,14.0,89.0,39.9
133,female,69,154.0,53.0,20.0,103.0,40.6
35,male,25,173.0,77.0,9.0,94.0,39.4
29,female,21,175.0,74.0,8.0,85.0,39.5
27,female,25,133.0,45.0,6.0,89.0,39.5
53,female,54,163.0,60.0,10.0,94.0,39.8
7,male,44,178.0,87.0,2.0,84.0,38.2
26,female,29,162.0,64.0,6.0,90.0,39.3
135,female,42,158.0,60.0,24.0,99.0,40.7
183,female,47,152.0,55.0,28.0,106.0,40.8
42,female,58,177.0,68.0,9.0,88.0,39.9
10,female,63,170.0,71.0,3.0,74.0,38.7
146,female,52,191.0,86.0,24.0,105.0,40.7
169,female,62,152.0,54.0,24.0,108.0,40.9
161,male,24,177.0,71.0,27.0,109.0,40.8
45,female,51,156.0,63.0,9.0,92.0,40.1
20,female,67,165.0,67.0,4.0,89.0,38.9
152,female,59,172.0,73.0,23.0,107.0,40.3
